,TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
14115,14115,2018-04-08 11:52:17,859,4512,41.62,647537,7,0,0
14116,14116,2018-04-08 11:52:21,220,17,89.03,647541,7,0,0
14117,14117,2018-04-08 11:52:33,358,4954,26.06,647553,7,0,0
14118,14118,2018-04-08 11:52:36,532,2617,6.63,647556,7,0,0
14119,14119,2018-04-08 11:52:50,947,1960,57.16,647570,7,0,0
14120,14120,2018-04-08 11:53:07,872,4528,65.98,647587,7,0,0
14121,14121,2018-04-08 11:53:51,904,1186,102.44,647631,7,0,0
14122,14122,2018-04-08 11:54:16,236,4310,33.76,647656,7,0,0
14123,14123,2018-04-08 11:55:06,188,1250,29.69,647706,7,0,0
14124,14124,2018-04-08 11:55:09,930,3257,25.93,647709,7,0,0
14125,14125,2018-04-08 11:55:33,617,2047,21.38,647733,7,0,0
14126,14126,2018-04-08 11:55:37,429,348,29.25,647737,7,0,0
14127,14127,2018-04-08 11:55:59,782,2106,37.1,647759,7,0,0
14128,14128,2018-04-08 11:56:37,158,2238,115.35,647797,7,0,0
14129,14129,2018-04-08 11:56:46,694,2754,15.56,647806,7,0,0
14130,14130,2018-04-08 11:56:57,894,1252,24.75,647817,7,0,0
14131,14131,2018-04-08 11:57:03,32,410,61.99,647823,7,0,0
14132,14132,2018-04-08 11:57:13,258,2159,40.86,647833,7,0,0
14133,14133,2018-04-08 11:57:30,38,3579,42.03,647850,7,0,0
14134,14134,2018-04-08 11:57:47,468,3039,15.91,647867,7,0,0
14135,14135,2018-04-08 11:58:12,244,1471,32.83,647892,7,0,0
14136,14136,2018-04-08 11:58:12,477,4360,16.63,647892,7,0,0
14137,14137,2018-04-08 11:58:58,128,4906,156.65,647938,7,0,0
14138,14138,2018-04-08 11:59:23,287,3341,9.63,647963,7,0,0
14139,14139,2018-04-08 12:00:34,377,561,16.46,648034,7,0,0
14140,14140,2018-04-08 12:00:50,395,4136,68.6,648050,7,0,0
14141,14141,2018-04-08 12:01:07,363,494,42.63,648067,7,0,0
14142,14142,2018-04-08 12:01:12,361,3595,87.76,648072,7,0,0
14143,14143,2018-04-08 12:01:40,244,2814,38.64,648100,7,0,0
14144,14144,2018-04-08 12:02:32,627,2508,116.89,648152,7,0,0
14145,14145,2018-04-08 12:02:36,602,2716,63.66,648156,7,0,0
14146,14146,2018-04-08 12:03:06,330,4828,10.37,648186,7,0,0
14147,14147,2018-04-08 12:03:27,868,4516,18.96,648207,7,0,0
14148,14148,2018-04-08 12:03:47,60,4943,12.85,648227,7,0,0
14149,14149,2018-04-08 12:03:59,953,3368,7.31,648239,7,0,0
14150,14150,2018-04-08 12:04:16,992,948,25.1,648256,7,0,0
14151,14151,2018-04-08 12:04:20,679,84,27.84,648260,7,0,0
14152,14152,2018-04-08 12:04:25,386,4328,48.53,648265,7,0,0
14153,14153,2018-04-08 12:06:35,198,2961,59.02,648395,7,0,0
14154,14154,2018-04-08 12:06:40,580,3329,90.6,648400,7,0,0
14155,14155,2018-04-08 12:06:40,160,12,115.24,648400,7,0,0
14156,14156,2018-04-08 12:07:27,780,3194,16.48,648447,7,0,0
14157,14157,2018-04-08 12:08:00,847,1547,121.73,648480,7,0,0
14158,14158,2018-04-08 12:08:51,718,854,3.04,648531,7,0,0
14159,14159,2018-04-08 12:09:39,228,2811,121.86,648579,7,0,0
14160,14160,2018-04-08 12:09:50,134,1925,30.25,648590,7,0,0
14161,14161,2018-04-08 12:10:25,107,1295,17.46,648625,7,0,0
14162,14162,2018-04-08 12:10:39,662,3970,62.39,648639,7,0,0
14163,14163,2018-04-08 12:10:59,537,1547,31.94,648659,7,0,0
14164,14164,2018-04-08 12:11:32,744,623,52.77,648692,7,0,0
14165,14165,2018-04-08 12:13:08,168,3053,19.96,648788,7,0,0
14166,14166,2018-04-08 12:13:13,630,724,92.11,648793,7,0,0
14167,14167,2018-04-08 12:13:43,184,4311,17.59,648823,7,0,0
14168,14168,2018-04-08 12:14:02,786,873,41.81,648842,7,0,0
14169,14169,2018-04-08 12:14:04,865,700,39.22,648844,7,0,0
14170,14170,2018-04-08 12:14:08,711,1887,96.74,648848,7,0,0
14171,14171,2018-04-08 12:14:38,677,128,53.81,648878,7,0,0
14172,14172,2018-04-08 12:14:41,619,4577,35.86,648881,7,0,0
14173,14173,2018-04-08 12:15:04,755,4395,56.68,648904,7,0,0
14174,14174,2018-04-08 12:15:09,826,1490,101.41,648909,7,0,0
14175,14175,2018-04-08 12:15:29,528,4526,120.06,648929,7,0,0
14176,14176,2018-04-08 12:15:40,615,3744,8.61,648940,7,0,0
14177,14177,2018-04-08 12:15:55,481,4364,7.88,648955,7,0,0
14178,14178,2018-04-08 12:16:03,637,2167,23.29,648963,7,0,0
14179,14179,2018-04-08 12:16:13,805,465,124.14,648973,7,0,0
14180,14180,2018-04-08 12:16:31,195,1544,42.21,648991,7,0,0
14181,14181,2018-04-08 12:16:37,358,3912,84.06,648997,7,0,0
14182,14182,2018-04-08 12:16:42,467,4822,100.73,649002,7,0,0
14183,14183,2018-04-08 12:17:04,887,4320,24.14,649024,7,0,0
14184,14184,2018-04-08 12:17:09,519,3057,107.13,649029,7,0,0
14185,14185,2018-04-08 12:18:03,367,974,7.49,649083,7,0,0
14186,14186,2018-04-08 12:18:40,74,3766,125.55,649120,7,0,0
14187,14187,2018-04-08 12:19:52,35,2132,13.7,649192,7,0,0
14188,14188,2018-04-08 12:19:55,508,3469,53.33,649195,7,0,0
14189,14189,2018-04-08 12:19:58,270,1212,17.84,649198,7,0,0
14190,14190,2018-04-08 12:20:18,734,3920,100.3,649218,7,0,0
14191,14191,2018-04-08 12:20:45,708,1966,11.41,649245,7,0,0
14192,14192,2018-04-08 12:21:12,287,1081,10.17,649272,7,0,0
14193,14193,2018-04-08 12:22:02,414,4435,42.37,649322,7,0,0
14194,14194,2018-04-08 12:22:22,925,4841,34.6,649342,7,0,0
14195,14195,2018-04-08 12:22:45,447,219,63.77,649365,7,0,0
14196,14196,2018-04-08 12:23:30,497,3538,14.64,649410,7,0,0
14197,14197,2018-04-08 12:23:58,562,4319,162.98,649438,7,0,0
14198,14198,2018-04-08 12:24:23,795,4306,3.1,649463,7,0,0
14199,14199,2018-04-08 12:24:42,363,3545,19.34,649482,7,0,0
14200,14200,2018-04-08 12:24:50,147,2061,59.2,649490,7,0,0
14201,14201,2018-04-08 12:24:54,209,2065,41.72,649494,7,0,0
14202,14202,2018-04-08 12:25:19,246,549,94.34,649519,7,0,0
14203,14203,2018-04-08 12:25:45,840,576,90.83,649545,7,0,0
14204,14204,2018-04-08 12:25:57,495,4295,34.95,649557,7,0,0
14205,14205,2018-04-08 12:26:07,348,4462,46.41,649567,7,0,0
14206,14206,2018-04-08 12:26:26,658,386,28.32,649586,7,0,0
14207,14207,2018-04-08 12:27:09,719,1566,29.19,649629,7,0,0
14208,14208,2018-04-08 12:27:25,493,1254,8.23,649645,7,0,0
14209,14209,2018-04-08 12:27:33,363,892,59.24,649653,7,0,0
14210,14210,2018-04-08 12:27:45,911,4473,23.18,649665,7,0,0
14211,14211,2018-04-08 12:27:55,381,1968,1.95,649675,7,0,0
14212,14212,2018-04-08 12:28:11,48,833,93.84,649691,7,0,0
14213,14213,2018-04-08 12:28:18,508,1983,119.41,649698,7,0,0
14214,14214,2018-04-08 12:29:35,775,2378,20.44,649775,7,0,0
14215,14215,2018-04-08 12:29:37,90,3423,65.31,649777,7,0,0
14216,14216,2018-04-08 12:29:38,937,4546,92.21,649778,7,0,0
14217,14217,2018-04-08 12:30:41,96,1142,94.8,649841,7,0,0
14218,14218,2018-04-08 12:32:13,241,2069,73.45,649933,7,0,0
14219,14219,2018-04-08 12:32:55,885,532,14.17,649975,7,0,0
14220,14220,2018-04-08 12:33:14,940,195,0.69,649994,7,0,0
14221,14221,2018-04-08 12:33:15,387,4034,48.47,649995,7,0,0
14222,14222,2018-04-08 12:33:42,497,1924,20.48,650022,7,0,0
14223,14223,2018-04-08 12:34:20,204,1241,33.09,650060,7,0,0
14224,14224,2018-04-08 12:34:34,111,4692,81.04,650074,7,0,0
14225,14225,2018-04-08 12:35:31,528,2616,92.34,650131,7,0,0
14226,14226,2018-04-08 12:35:37,825,4478,56.21,650137,7,0,0
14227,14227,2018-04-08 12:35:38,202,1773,58.96,650138,7,0,0
14228,14228,2018-04-08 12:36:21,304,954,116.5,650181,7,0,0
14229,14229,2018-04-08 12:37:42,701,2770,8.03,650262,7,0,0
14230,14230,2018-04-08 12:37:45,935,2070,9.13,650265,7,0,0
14231,14231,2018-04-08 12:37:50,747,448,16.47,650270,7,0,0
14232,14232,2018-04-08 12:38:13,561,1117,71.52,650293,7,0,0
14233,14233,2018-04-08 12:38:13,270,4087,6.9,650293,7,0,0
14234,14234,2018-04-08 12:38:15,439,892,1.3,650295,7,0,0
14235,14235,2018-04-08 12:38:49,907,2596,5.05,650329,7,0,0
14236,14236,2018-04-08 12:39:13,711,3793,72.66,650353,7,0,0
14237,14237,2018-04-08 12:39:17,991,1137,46.97,650357,7,0,0
14238,14238,2018-04-08 12:40:47,129,508,145.46,650447,7,0,0
14239,14239,2018-04-08 12:40:50,605,3873,14.58,650450,7,0,0
14240,14240,2018-04-08 12:41:17,50,1766,56.07,650477,7,0,0
14241,14241,2018-04-08 12:41:30,167,779,34.97,650490,7,0,0
14242,14242,2018-04-08 12:41:32,957,4024,117.03,650492,7,0,0
14243,14243,2018-04-08 12:43:04,322,4607,34.18,650584,7,0,0
14244,14244,2018-04-08 12:43:30,650,3305,43.41,650610,7,0,0
14245,14245,2018-04-08 12:44:15,635,3754,38.86,650655,7,0,0
14246,14246,2018-04-08 12:44:18,222,3766,25.51,650658,7,0,0
14247,14247,2018-04-08 12:44:35,65,1810,8.54,650675,7,0,0
14248,14248,2018-04-08 12:45:00,802,1415,32.94,650700,7,0,0
14249,14249,2018-04-08 12:45:04,432,4513,8.85,650704,7,0,0
14250,14250,2018-04-08 12:45:09,380,3453,66.65,650709,7,0,0
14251,14251,2018-04-08 12:45:27,413,1499,114.67,650727,7,0,0
14252,14252,2018-04-08 12:45:50,885,151,38.72,650750,7,0,0
14253,14253,2018-04-08 12:45:53,971,1413,84.36,650753,7,0,0
14254,14254,2018-04-08 12:47:06,59,2251,13.59,650826,7,0,0
14255,14255,2018-04-08 12:47:28,668,3699,96.12,650848,7,0,0
14256,14256,2018-04-08 12:47:30,615,160,12.74,650850,7,0,0
14257,14257,2018-04-08 12:47:48,890,1884,111.54,650868,7,0,0
14258,14258,2018-04-08 12:48:01,115,1604,5.3,650881,7,0,0
14259,14259,2018-04-08 12:48:40,349,3680,58.12,650920,7,0,0
14260,14260,2018-04-08 12:49:33,406,822,48.75,650973,7,0,0
14261,14261,2018-04-08 12:50:20,879,3211,9.97,651020,7,0,0
14262,14262,2018-04-08 12:50:48,167,1064,18.48,651048,7,0,0
14263,14263,2018-04-08 12:51:05,684,1128,82.38,651065,7,0,0
14264,14264,2018-04-08 12:51:17,325,798,89.94,651077,7,0,0
14265,14265,2018-04-08 12:51:35,128,4793,60.16,651095,7,0,0
14266,14266,2018-04-08 12:52:13,744,3353,31.91,651133,7,0,0
14267,14267,2018-04-08 12:52:57,241,3533,58.71,651177,7,0,0
14268,14268,2018-04-08 12:52:58,677,2564,70.43,651178,7,0,0
14269,14269,2018-04-08 12:53:04,98,2031,19.05,651184,7,0,0
14270,14270,2018-04-08 12:53:11,535,1386,6.77,651191,7,0,0
14271,14271,2018-04-08 12:54:07,50,4923,42.86,651247,7,0,0
14272,14272,2018-04-08 12:54:09,599,4618,65.48,651249,7,0,0
14273,14273,2018-04-08 12:55:10,900,2882,83.9,651310,7,0,0
14274,14274,2018-04-08 12:55:19,914,2037,7.59,651319,7,0,0
14275,14275,2018-04-08 12:55:21,381,4596,24.82,651321,7,0,0
14276,14276,2018-04-08 12:55:35,912,1380,80.5,651335,7,0,0
14277,14277,2018-04-08 12:56:33,382,2362,32.41,651393,7,0,0
14278,14278,2018-04-08 12:57:03,325,4750,21.0,651423,7,0,0
14279,14279,2018-04-08 12:58:36,988,4183,6.68,651516,7,0,0
14280,14280,2018-04-08 12:59:04,58,27,35.5,651544,7,1,2
14281,14281,2018-04-08 12:59:08,301,3758,63.29,651548,7,0,0
14282,14282,2018-04-08 12:59:14,29,3433,126.11,651554,7,0,0
14283,14283,2018-04-08 12:59:19,209,2998,33.73,651559,7,0,0
14284,14284,2018-04-08 12:59:22,190,457,24.67,651562,7,0,0
14285,14285,2018-04-08 12:59:26,848,4778,13.28,651566,7,0,0
14286,14286,2018-04-08 12:59:29,980,4442,4.04,651569,7,0,0
14287,14287,2018-04-08 12:59:37,877,193,192.98,651577,7,0,0
14288,14288,2018-04-08 12:59:51,6,1197,25.04,651591,7,0,0
14289,14289,2018-04-08 13:00:21,1,160,65.37,651621,7,0,0
14290,14290,2018-04-08 13:00:24,601,1865,5.9,651624,7,0,0
14291,14291,2018-04-08 13:00:41,180,1262,8.59,651641,7,0,0
14292,14292,2018-04-08 13:01:26,266,2637,7.58,651686,7,0,0
14293,14293,2018-04-08 13:02:07,314,2292,16.53,651727,7,0,0
14294,14294,2018-04-08 13:02:53,164,2738,49.34,651773,7,0,0
14295,14295,2018-04-08 13:02:55,136,237,82.37,651775,7,0,0
14296,14296,2018-04-08 13:02:57,596,3156,50.06,651777,7,1,2
14297,14297,2018-04-08 13:03:13,727,309,21.4,651793,7,0,0
14298,14298,2018-04-08 13:03:37,259,1461,0.75,651817,7,0,0
14299,14299,2018-04-08 13:04:07,383,4239,32.43,651847,7,0,0
14300,14300,2018-04-08 13:05:54,594,4946,60.55,651954,7,0,0
14301,14301,2018-04-08 13:06:18,559,4584,18.19,651978,7,0,0
14302,14302,2018-04-08 13:06:28,856,1872,74.5,651988,7,0,0
14303,14303,2018-04-08 13:06:46,275,4658,28.6,652006,7,0,0
14304,14304,2018-04-08 13:06:50,758,1366,12.23,652010,7,0,0
14305,14305,2018-04-08 13:06:54,26,4189,59.5,652014,7,0,0
14306,14306,2018-04-08 13:07:06,637,2504,54.73,652026,7,0,0
14307,14307,2018-04-08 13:07:21,789,3203,27.77,652041,7,0,0
14308,14308,2018-04-08 13:08:14,980,1168,26.84,652094,7,0,0
14309,14309,2018-04-08 13:08:25,159,4326,65.32,652105,7,0,0
14310,14310,2018-04-08 13:08:38,789,1081,50.96,652118,7,0,0
14311,14311,2018-04-08 13:09:27,706,207,21.88,652167,7,0,0
14312,14312,2018-04-08 13:09:37,323,3477,6.56,652177,7,0,0
14313,14313,2018-04-08 13:09:44,662,1161,157.23,652184,7,0,0
14314,14314,2018-04-08 13:09:54,235,3852,10.43,652194,7,0,0
14315,14315,2018-04-08 13:10:38,62,1661,31.54,652238,7,0,0
14316,14316,2018-04-08 13:10:54,830,2146,73.94,652254,7,0,0
14317,14317,2018-04-08 13:11:28,204,1368,56.7,652288,7,0,0
14318,14318,2018-04-08 13:11:44,293,1345,73.85,652304,7,0,0
14319,14319,2018-04-08 13:12:02,2,2382,5.67,652322,7,0,0
14320,14320,2018-04-08 13:12:03,577,537,103.4,652323,7,0,0
14321,14321,2018-04-08 13:12:59,447,4941,157.61,652379,7,0,0
14322,14322,2018-04-08 13:13:29,818,1225,69.48,652409,7,0,0
14323,14323,2018-04-08 13:14:23,803,1731,87.15,652463,7,0,0
14324,14324,2018-04-08 13:15:54,952,434,35.88,652554,7,0,0
14325,14325,2018-04-08 13:16:23,796,2693,15.04,652583,7,0,0
14326,14326,2018-04-08 13:16:25,148,4753,23.08,652585,7,0,0
14327,14327,2018-04-08 13:16:28,174,2777,24.19,652588,7,0,0
14328,14328,2018-04-08 13:18:02,124,2453,33.31,652682,7,0,0
14329,14329,2018-04-08 13:18:57,375,2883,51.97,652737,7,0,0
14330,14330,2018-04-08 13:20:20,485,4455,17.51,652820,7,0,0
14331,14331,2018-04-08 13:20:51,345,3679,2.58,652851,7,0,0
14332,14332,2018-04-08 13:22:19,442,2467,63.39,652939,7,0,0
14333,14333,2018-04-08 13:22:26,520,4510,63.74,652946,7,0,0
14334,14334,2018-04-08 13:22:37,767,3953,11.49,652957,7,0,0
14335,14335,2018-04-08 13:23:09,352,4814,20.43,652989,7,0,0
14336,14336,2018-04-08 13:23:14,155,594,63.7,652994,7,0,0
14337,14337,2018-04-08 13:23:17,303,1321,48.11,652997,7,0,0
14338,14338,2018-04-08 13:24:00,390,670,9.55,653040,7,0,0
14339,14339,2018-04-08 13:24:26,630,3362,56.8,653066,7,0,0
14340,14340,2018-04-08 13:24:37,734,3368,37.77,653077,7,0,0
14341,14341,2018-04-08 13:24:59,467,3629,134.27,653099,7,0,0
14342,14342,2018-04-08 13:25:48,835,3949,41.72,653148,7,0,0
14343,14343,2018-04-08 13:25:52,731,3906,83.48,653152,7,0,0
14344,14344,2018-04-08 13:27:04,763,4073,83.56,653224,7,0,0
14345,14345,2018-04-08 13:27:42,759,4867,20.95,653262,7,0,0
14346,14346,2018-04-08 13:28:03,775,1576,27.1,653283,7,0,0
14347,14347,2018-04-08 13:29:04,610,3745,88.34,653344,7,0,0
14348,14348,2018-04-08 13:29:17,394,1379,85.05,653357,7,0,0
14349,14349,2018-04-08 13:29:36,296,1095,72.09,653376,7,0,0
14350,14350,2018-04-08 13:29:54,611,4252,50.78,653394,7,1,2
14351,14351,2018-04-08 13:30:10,22,898,52.55,653410,7,0,0
14352,14352,2018-04-08 13:34:06,383,3348,40.38,653646,7,0,0
14353,14353,2018-04-08 13:34:27,237,3497,10.92,653667,7,0,0
14354,14354,2018-04-08 13:34:39,495,4140,64.85,653679,7,0,0
14355,14355,2018-04-08 13:34:46,187,1662,38.41,653686,7,0,0
14356,14356,2018-04-08 13:35:16,488,2699,21.52,653716,7,0,0
14357,14357,2018-04-08 13:35:17,166,3164,87.27,653717,7,0,0
14358,14358,2018-04-08 13:35:50,717,757,18.82,653750,7,1,2
14359,14359,2018-04-08 13:36:29,547,788,137.78,653789,7,0,0
14360,14360,2018-04-08 13:37:10,493,4191,5.91,653830,7,0,0
14361,14361,2018-04-08 13:37:17,571,735,60.32,653837,7,0,0
14362,14362,2018-04-08 13:38:19,833,4714,35.55,653899,7,0,0
14363,14363,2018-04-08 13:38:28,180,1474,5.7,653908,7,0,0
14364,14364,2018-04-08 13:39:00,278,2659,53.15,653940,7,0,0
14365,14365,2018-04-08 13:39:37,55,4340,15.61,653977,7,0,0
14366,14366,2018-04-08 13:40:11,17,4188,145.09,654011,7,0,0
14367,14367,2018-04-08 13:40:26,523,2483,35.86,654026,7,0,0
14368,14368,2018-04-08 13:41:07,200,3834,48.83,654067,7,0,0
14369,14369,2018-04-08 13:42:08,597,355,75.14,654128,7,0,0
14370,14370,2018-04-08 13:43:20,888,3830,33.42,654200,7,0,0
14371,14371,2018-04-08 13:43:49,335,3440,65.99,654229,7,0,0
14372,14372,2018-04-08 13:43:49,186,1329,117.67,654229,7,0,0
14373,14373,2018-04-08 13:44:54,235,638,10.4,654294,7,0,0
14374,14374,2018-04-08 13:45:19,211,589,73.23,654319,7,0,0
14375,14375,2018-04-08 13:45:46,62,4513,20.71,654346,7,0,0
14376,14376,2018-04-08 13:46:01,333,3492,77.38,654361,7,0,0
14377,14377,2018-04-08 13:46:32,493,3810,2.83,654392,7,0,0
14378,14378,2018-04-08 13:47:20,121,205,23.11,654440,7,0,0
14379,14379,2018-04-08 13:47:28,870,2177,98.95,654448,7,0,0
14380,14380,2018-04-08 13:47:33,638,2217,46.14,654453,7,0,0
14381,14381,2018-04-08 13:47:35,316,743,87.84,654455,7,0,0
14382,14382,2018-04-08 13:48:04,912,335,77.37,654484,7,0,0
14383,14383,2018-04-08 13:49:16,811,333,44.79,654556,7,0,0
14384,14384,2018-04-08 13:49:42,50,3380,55.85,654582,7,0,0
14385,14385,2018-04-08 13:51:07,632,443,40.41,654667,7,0,0
14386,14386,2018-04-08 13:51:14,134,4653,71.55,654674,7,0,0
14387,14387,2018-04-08 13:51:34,407,3390,50.76,654694,7,0,0
14388,14388,2018-04-08 13:51:38,236,1517,102.84,654698,7,0,0
14389,14389,2018-04-08 13:52:05,824,901,59.96,654725,7,0,0
14390,14390,2018-04-08 13:52:41,318,1539,137.48,654761,7,0,0
14391,14391,2018-04-08 13:53:41,301,1926,57.83,654821,7,0,0
14392,14392,2018-04-08 13:53:50,555,478,10.4,654830,7,0,0
14393,14393,2018-04-08 13:53:57,154,164,45.18,654837,7,0,0
14394,14394,2018-04-08 13:54:27,654,4986,86.14,654867,7,0,0
14395,14395,2018-04-08 13:54:32,637,2679,33.51,654872,7,0,0
14396,14396,2018-04-08 13:54:36,340,3818,0.93,654876,7,0,0
14397,14397,2018-04-08 13:54:48,296,2333,25.93,654888,7,0,0
14398,14398,2018-04-08 13:55:04,939,2366,111.51,654904,7,0,0
14399,14399,2018-04-08 13:56:14,577,866,239.3,654974,7,1,3
14400,14400,2018-04-08 13:56:37,17,4284,102.84,654997,7,0,0
14401,14401,2018-04-08 13:57:44,587,2573,20.61,655064,7,0,0
14402,14402,2018-04-08 13:58:19,525,3807,63.72,655099,7,0,0
14403,14403,2018-04-08 13:58:41,808,2388,10.03,655121,7,0,0
14404,14404,2018-04-08 13:59:06,774,4940,49.35,655146,7,0,0
14405,14405,2018-04-08 13:59:14,496,3020,28.44,655154,7,0,0
14406,14406,2018-04-08 13:59:52,402,18,73.33,655192,7,0,0
14407,14407,2018-04-08 14:00:04,891,423,84.34,655204,7,0,0
14408,14408,2018-04-08 14:00:55,165,1706,7.5,655255,7,0,0
14409,14409,2018-04-08 14:00:56,848,557,17.91,655256,7,0,0
14410,14410,2018-04-08 14:01:22,487,2343,67.14,655282,7,0,0
14411,14411,2018-04-08 14:01:41,450,234,73.09,655301,7,0,0
14412,14412,2018-04-08 14:01:51,957,4280,80.45,655311,7,0,0
14413,14413,2018-04-08 14:01:58,787,40,91.36,655318,7,0,0
14414,14414,2018-04-08 14:02:23,658,4373,5.4,655343,7,0,0
14415,14415,2018-04-08 14:04:11,67,2148,91.53,655451,7,0,0
14416,14416,2018-04-08 14:05:48,380,599,103.3,655548,7,0,0
14417,14417,2018-04-08 14:05:59,8,3744,6.02,655559,7,0,0
14418,14418,2018-04-08 14:06:08,991,2413,36.02,655568,7,0,0
14419,14419,2018-04-08 14:06:39,774,4194,39.74,655599,7,0,0
14420,14420,2018-04-08 14:06:55,517,569,29.17,655615,7,0,0
14421,14421,2018-04-08 14:07:03,971,951,69.24,655623,7,0,0
14422,14422,2018-04-08 14:07:09,748,1485,14.33,655629,7,0,0
14423,14423,2018-04-08 14:09:41,819,3335,125.1,655781,7,0,0
14424,14424,2018-04-08 14:10:05,741,4072,10.81,655805,7,0,0
14425,14425,2018-04-08 14:10:43,615,3555,12.76,655843,7,0,0
14426,14426,2018-04-08 14:11:57,485,651,23.88,655917,7,0,0
14427,14427,2018-04-08 14:12:21,466,1770,24.96,655941,7,0,0
14428,14428,2018-04-08 14:12:22,867,2614,3.36,655942,7,0,0
14429,14429,2018-04-08 14:12:23,316,1514,77.71,655943,7,0,0
14430,14430,2018-04-08 14:12:26,157,1074,12.56,655946,7,0,0
14431,14431,2018-04-08 14:12:44,57,2819,25.94,655964,7,0,0
14432,14432,2018-04-08 14:12:54,34,908,72.84,655974,7,0,0
14433,14433,2018-04-08 14:13:03,681,1237,67.68,655983,7,0,0
14434,14434,2018-04-08 14:13:34,198,4350,173.56,656014,7,0,0
14435,14435,2018-04-08 14:13:46,69,1626,126.49,656026,7,0,0
14436,14436,2018-04-08 14:14:08,94,2388,56.26,656048,7,0,0
14437,14437,2018-04-08 14:14:15,681,219,89.37,656055,7,0,0
14438,14438,2018-04-08 14:14:15,912,2026,45.67,656055,7,0,0
14439,14439,2018-04-08 14:14:46,253,1489,10.56,656086,7,0,0
14440,14440,2018-04-08 14:15:14,621,4942,156.64,656114,7,0,0
14441,14441,2018-04-08 14:15:19,349,3326,40.01,656119,7,0,0
14442,14442,2018-04-08 14:16:05,241,3498,55.05,656165,7,0,0
14443,14443,2018-04-08 14:16:19,677,4103,81.94,656179,7,0,0
14444,14444,2018-04-08 14:16:21,635,1040,3.89,656181,7,0,0
14445,14445,2018-04-08 14:16:42,51,1294,57.29,656202,7,0,0
14446,14446,2018-04-08 14:17:03,59,889,24.07,656223,7,0,0
14447,14447,2018-04-08 14:17:59,866,1653,62.54,656279,7,0,0
14448,14448,2018-04-08 14:18:06,584,2772,42.77,656286,7,0,0
14449,14449,2018-04-08 14:18:30,7,705,16.22,656310,7,0,0
14450,14450,2018-04-08 14:18:43,152,700,58.0,656323,7,0,0
14451,14451,2018-04-08 14:18:53,521,905,114.37,656333,7,0,0
14452,14452,2018-04-08 14:19:22,58,4331,41.02,656362,7,0,0
14453,14453,2018-04-08 14:19:45,371,660,60.99,656385,7,0,0
14454,14454,2018-04-08 14:19:50,367,1375,8.44,656390,7,0,0
14455,14455,2018-04-08 14:20:48,841,3358,37.39,656448,7,0,0
14456,14456,2018-04-08 14:21:32,507,2689,229.20000000000002,656492,7,1,3
14457,14457,2018-04-08 14:22:31,696,257,38.58,656551,7,0,0
14458,14458,2018-04-08 14:22:58,897,2204,68.24,656578,7,0,0
14459,14459,2018-04-08 14:24:29,2,3928,131.49,656669,7,0,0
14460,14460,2018-04-08 14:24:43,418,1117,129.27,656683,7,0,0
14461,14461,2018-04-08 14:24:48,870,2741,105.72,656688,7,0,0
14462,14462,2018-04-08 14:25:05,489,2563,11.46,656705,7,0,0
14463,14463,2018-04-08 14:25:28,9,2745,185.4,656728,7,0,0
14464,14464,2018-04-08 14:25:34,400,1519,4.1,656734,7,0,0
14465,14465,2018-04-08 14:26:13,131,2820,19.59,656773,7,0,0
14466,14466,2018-04-08 14:26:14,398,3362,10.33,656774,7,0,0
14467,14467,2018-04-08 14:26:15,628,802,70.88,656775,7,0,0
14468,14468,2018-04-08 14:26:24,99,1488,7.94,656784,7,0,0
14469,14469,2018-04-08 14:26:24,230,1251,27.89,656784,7,0,0
14470,14470,2018-04-08 14:27:55,534,629,12.69,656875,7,0,0
14471,14471,2018-04-08 14:28:36,580,3117,129.76,656916,7,0,0
14472,14472,2018-04-08 14:29:01,181,1714,46.59,656941,7,0,0
14473,14473,2018-04-08 14:30:09,857,2132,56.82,657009,7,0,0
14474,14474,2018-04-08 14:31:14,941,1938,30.17,657074,7,0,0
14475,14475,2018-04-08 14:31:39,1,160,37.27,657099,7,0,0
14476,14476,2018-04-08 14:31:45,620,4981,45.91,657105,7,0,0
14477,14477,2018-04-08 14:32:18,738,4973,9.33,657138,7,0,0
14478,14478,2018-04-08 14:32:22,94,4684,34.58,657142,7,0,0
14479,14479,2018-04-08 14:32:26,421,2584,11.0,657146,7,1,2
14480,14480,2018-04-08 14:32:33,239,3454,29.53,657153,7,0,0
14481,14481,2018-04-08 14:32:46,705,169,44.96,657166,7,0,0
14482,14482,2018-04-08 14:33:32,250,4203,37.59,657212,7,0,0
14483,14483,2018-04-08 14:34:10,206,3673,32.44,657250,7,0,0
14484,14484,2018-04-08 14:35:36,677,1585,73.27,657336,7,0,0
14485,14485,2018-04-08 14:36:27,473,1569,18.22,657387,7,0,0
14486,14486,2018-04-08 14:36:27,322,269,30.97,657387,7,0,0
14487,14487,2018-04-08 14:36:56,620,4413,34.59,657416,7,0,0
14488,14488,2018-04-08 14:37:27,758,1886,20.26,657447,7,0,0
14489,14489,2018-04-08 14:37:49,706,3207,90.9,657469,7,0,0
14490,14490,2018-04-08 14:38:03,868,4193,24.61,657483,7,0,0
14491,14491,2018-04-08 14:38:14,946,829,155.4,657494,7,0,0
